,date,employeeType,position,work_location,Location,summary,pro,con,overallStar,workLifeStar,cultureStar,careerOppStar,comBenefitsStar,srManagementStar,reviewLink
300,3-Sep-19,Current Employee,Expert,"Phoenix, AZ",W,"""You do not want to work here!!!""",4 day work week where you dread every minute! you don't have to talk to Captain very often. There are some good captains out there but job is not as described. They must pay for the first few reviews because the rest are the truth!,"Managers who have no management skills, their job is to wait around all day and see if you need help but never help!  Days are long with crazy air zag driving where you try to process an order and system goes down and then sell them new lines and cases.  You see coworkers for maybe 10 minutes in the morning. It is the most boring job you can have. You load cars in the morning and empty and count after a long day. They have fullfiment people who get inventory ready for next day and then sit around with management and go on long lunches. You would be better off delivering for Whole Foods or Safeway, same or more money for less stress.   Captain is an easy job and looks like the experts do the fulfillment job.  Your job is to get into a house and turn on pone and spent the next 20 min selling them as much as you can after they were already sold to from an ATT employee.  Some of the customers were lied to about the promotions just to make a commission. If you love technology try to get a job at Apple or Verizon.  I would not work at ATT or Best Buy but it would be better than this Job. Whole Foods if you want a better delivery job. Run away, find something more fun where you learn and love what you do!",1,2,1,3,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW29002782.htm
301,12-Dec-18,Current Employee,Expert,None,,"""Expert""","-4 day work week
-Paid Travel
-Independent work experience when on the road","-This IS a sales job (lied saying it’s not sales in my interview)
-They lie in the interview about almost everything
-Scheduling puts you against your team to fight for days 
-Captains and coaches don’t know how to even do your job let alone theirs
-Stock options aren’t available until you’ve been vested 4 years(another interview lie)
-prepare to feel unsupported with a phone full of support
-I’m trans and the company still has my govt name in my email and badge so I’m misgendered by clients
-You pretty much work for att but without the perks of working for att (no sales commission, lower salary, and less benefits)
-stagnate due to a lack of positions due to it being a start up
-you’ll work 10-12 hours and not get home in time to see your family at night",2,2,3,2,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW23798098.htm
302,6-Mar-19,Current Employee,Expert,"Salt Lake City, UT",W,"""It was a beautiful idea but a victim of the times""","Great culture, people, work life balance. It is very autonomous and you set your own schedule.",You are at the mercy of AT&T. They hired a bunch of people on saying it wasn’t a sales job. Once the new year hit metrics measuring things customers don’t need became #1 priority and if you don’t hit your metrics then your out of a job.,3,4,4,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW25025748.htm
303,18-Jul-19,Former Employee,Lead Expert,None,,"""Loved it""",Great hours. Great culture. Lots of room to grow.,"None. Legit very easy, especially if you are used to working extremely hard.",5,5,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW28106932.htm
304,27-Mar-19,,None,None,,"""Enjoy has a great family environment""","Family feel environment, relaxed job during parts of the year, in charge of your own schedule, opportunities to travel","Sales job without calling it a sales job (not bad that it’s sales, minus the lack of compensation & the decency to call it sales)",4,None,5,5,5,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW25383408.htm
305,15-Aug-18,Former Employee,Expert,None,,"""Hot and Cold""","You work with some amazing personalities, and get to meet a lot of different people in your day to day","They dance a tough line. They want to make this a job about providing an experience, but at the same time they have to fund a company so it can feel like sales. Your perspective defines how you feel about this job. If you frame this as ""Hey, these are the things we can do for you"" rather than ""Hey, I need to push this stuff down your throat"" then you can have a good experience.",3,5,3,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW21986916.htm
306,4-Jun-19,Former Employee,Expert,None,,"""Not a company that appreciates employees or values their safety""","40 hour work week
No supervisor constantly peering over your shoulder
Choose your own schedule to a degree
Work phone","Numbers numbers numbers!
Unsafe working environments
Massive favoritism 
No work/life balance 
Managers not prompt to help in unsafe situations 
Long days",2,1,1,2,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW26472848.htm
307,27-May-19,Current Employee,Marketing Manager,None,,"""Unreal Expectations, Stressful, Minimal Training""","It's going to be worth something one day. Cool company culture, if they can keep it.","Stressful, always changing expectations, they want you to work 40-45 hours but expect 80 hours of work done. They give the employees VERY high sales metrics to hit that aren't realistic. They don't hire employee's with sales backgrounds but expect them to be high level sales people. They won't give them the sales training they need. They rarely give any training in the role of ""Captain"" (Field manager). They move quickly to fire managers that don't hit the rigid sales metrics, but don't provide any support on HOW to manage and train their employees on sales. They just say who is hitting the goal? Great get them to share best practices! and to those who aren't hitting the goal, put them on a sales warning and get them out of the company quickly. Under paid by far.",2,1,3,2,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW26342709.htm
308,3-Mar-19,Current Employee,Flexpert,None,,"""Enjoy Telcom Sales""","Great base pay with reward incentives 
Good benefits with reasonable deductibles
Flexible schedule allows a sort of build your own schedule","Constantly changing
Under ATT’s boot
Unrealistic sales metrics
Lack of training",3,3,3,4,2,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW24971251.htm
309,14-May-19,Former Employee,Field Expert,"Miami, FL",SE,"""Used to be perfect, now it's a mess""","- Sometimes you get to pick the schedule you want.
- Coworkers are likable
- Health/dental/vision insurance is awesome (even if you work part time)
- job is only good if you are a student","- this job used to be everything to me. I used to feel useful and content providing the best experience to my customers, regardless if they bought anything from me; sales always used to be secondary to me, a good thing to do because I know it added to the whole experience. However, this culture has changed and it has become a really sh***y sales job. Captains and higher ups have become extremely delusional with unrealistic sales goals and expectations and they have become out of touch with what is really happening in the field.
- There's this fear within experts that if we don't sale, we loose our jobs; creating this very VERY toxic enviroment and a feeling of competition with each other instead of all ""winning together""
- The ENJOY ""values"" are irrelevant and outdated, due to the big push for sales. There's no ""empathy"" and ""heart"" when it comes to  providing solutions we feel the customer don't need, just to get our personal numbers up.
-  I met a lot of cool, compassionate people and I had the privilege of calling them coworker, however, this people were either fired or slowed pushed to the edge that they decided to quit on their own.
- We have town-halls in order to voice our concerns, but with no clear plan of action from managers, nothing will change.",2,3,1,3,1,None,https://www.glassdoor.co.in/Reviews/Enjoy-Technology-Reviews-E1090707.htm/Reviews/Employee-Review-Enjoy-Technology-RVW26135637.htm
